Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:42,159.253.108.60,,,,,9213584760,2,2,Female,16,,0,Slovakia ,6,,,,,,,,,,,,0,5,5,7,7,5,5,3,6,6,1,3,3,3,3,3,5,5,5,3,5,4,6,6,5,5,6,1,1,1,9,8,1,4,5,3,3,1,1,1,5,4,1,6,0,3,5,5,3,4,3,5,2,2,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:42,1.128.107.45,,,,,4073829183,69,1,male,10,,0,australia,1,,1,,,,,,,,,,1,4,4,6,7,4,1,2,3,3,4,2,3,4,1,5,1,2,3,1,3,3,4,1,5,5,1,1,5,7,9,7,1,3,2,1,2,2,3,2,5,4,2,2,5,5,1,3,4,6,4,3,3,4,4
1.10016E+11,270409977,6/20/24 16:38,6/20/24 16:42,96.52.112.36,,,,,6952420662,14,1,Male ,10,,7,,1,,,2,,,,,,,,,71,3,2,2,2,3,5,4,4,6,3,4,6,3,2,4,3,5,6,6,4,4,5,4,5,6,6,3,2,2,7,7,4,5,5,5,3,3,2,2,3,3,2,3,3,4,3,3,4,4,2,2,3,3,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:41,196.39.247.243,,,,,2660214372,11,2,Female,7,,0,South African,1,,,,,,,,,,,Congregationalist,63,3,1,3,2,1,5,5,4,5,4,5,4,3,3,4,2,3,3,4,3,2,5,6,4,1,6,2,4,3,1,1,9,2,1,1,3,1,1,2,5,5,3,2,4,1,0,6,1,6,2,5,4,4,5
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:41,82.155.196.78,,,,,4749993679,9,2,Female,10,,0,Portugal,6,,,,,,,,,,,,0,4,4,7,6,4,2,6,6,6,1,3,3,2,3,5,3,6,6,2,5,5,6,4,5,2,4,2,5,1,8,2,7,1,1,1,3,1,1,1,5,5,2,4,2,4,3,5,5,5,3,5,3,3,5
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:41,189.203.106.69,,,,,6104598106,21,2,woman,5,,8,,6,,,,,,,,,,,,1,5,4,7,7,5,5,6,6,6,1,5,4,2,5,6,6,5,6,4,6,6,6,5,6,4,6,2,2,2,9,1,3,1,1,1,4,4,2,2,5,4,3,4,2,4,5,6,3,6,4,6,2,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:41,154.127.114.254,,,,,4490720323,4,2,female,1,,0,South Africa,1,,,,,,,6,,,,,100,4,1,4,1,1,3,2,5,5,1,2,3,4,3,4,2,5,5,3,3,4,6,3,4,6,4,2,2,1,3,1,1,2,1,1,4,1,2,3,5,5,4,1,6,1,1,1,3,4,5,2,5,5,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:41,97.120.116.142,,,,,1868318706,17,2,Female,10,,2,,1,,,,,,,,,,,Nondenominational,50,3,1,7,1,5,2,6,4,6,6,1,4,6,3,5,6,4,5,6,3,6,6,3,5,6,4,1,1,1,5,1,7,2,1,1,3,1,3,1,5,4,3,3,3,3,3,4,4,3,5,4,3,5,4
1.10016E+11,270409977,6/20/24 16:37,6/20/24 16:41,217.211.79.242,,,,,498504105,1,1,Male,10,,0,Swedish,6,,,,,,,,,,,,10,4,4,6,7,5,1,2,5,5,2,2,6,4,2,4,4,3,4,2,4,3,4,4,2,2,2,1,1,1,7,8,5,6,2,2,4,4,3,4,4,4,3,4,4,5,4,3,4,4,5,4,4,5,4
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:41,103.212.54.148,,,,,3723062401,34,2,Female,0,NZ Māori / Pākeha (European) mixed,0,New Zealand,6,,,,,,,,,,,,0,4,5,7,7,5,2,3,6,6,1,2,6,2,3,6,3,3,6,1,3,6,6,2,5,1,2,1,9,9,9,9,1,2,2,1,2,1,1,1,5,5,1,2,5,2,5,4,4,6,6,2,5,5,4
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:40,187.190.140.31,,,,,3204191604,26,2,Female,5,,8,,0,Atheist,,,,,,,,,,,2,4,5,6,7,5,4,3,5,5,1,2,3,2,3,5,3,4,5,2,3,5,6,5,2,2,3,2,1,1,5,3,7,3,2,2,4,2,1,3,4,4,4,5,3,4,5,5,4,5,3,5,3,3,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:40,32.218.125.22,,,,,7977558122,23,1,Male,10,,2,,1,,,,,,,,,,,Grace community life,100,2,1,4,2,1,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,1,2,2,2,5,5,9,2,2,3,3,1,1,1,5,5,5,0,6,6,0,0,6,4,6,0,3,6,6
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,41.13.192.70,,,,,5784808388,8,1,Male ,1,,0,South Africa ,1,,1,,,,,,,,,,85,1,1,2,1,1,4,6,6,6,1,1,1,2,6,1,6,6,6,6,6,1,6,3,4,2,5,2,2,2,1,1,2,3,2,2,3,1,2,1,4,5,3,5,6,6,1,5,6,6,5,3,6,6,6
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:40,142.198.18.171,,,,,2296655058,54,2,female,10,,7,,6,,,,,,,,,,,,0,4,5,7,7,5,1,2,3,5,1,5,5,4,3,6,5,3,5,2,3,3,5,2,6,3,3,1,3,3,7,7,4,3,2,2,3,2,2,3,4,4,3,5,3,2,4,4,3,5,2,5,2,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,189.193.91.72,,,,,5839990873,5,1,Male,5,,8,,6,,,,,,,,,,,,10,4,4,6,6,4,3,3,6,4,2,4,3,3,5,3,2,3,4,2,5,3,3,3,4,2,3,3,1,3,7,6,2,5,3,6,3,3,4,4,2,3,2,4,2,3,5,5,3,3,3,4,5,4,2
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:40,105.244.17.68,,,,,9057266547,14,2,Female,1,,0,South African,6,,,,,,,,,,,,0,4,4,7,7,4,3,5,6,5,3,4,3,3,6,6,6,4,6,3,6,5,6,6,6,2,6,1,2,3,5,1,3,2,2,4,5,3,1,1,4,5,3,5,2,1,5,5,1,6,1,6,1,1,0
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:40,105.224.83.70,,,,,7432749956,5,1,male,1,,0,south african,1,,,,,,,,,,,seventh day adventist,80,3,1,1,1,2,2,2,5,6,1,2,2,3,6,2,3,6,6,4,6,6,6,6,5,6,4,1,1,1,5,1,7,3,3,2,3,1,1,3,4,5,3,4,4,5,4,3,3,6,6,4,2,4,3
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:40,190.44.238.219,,,,,3208503908,8,1,male,5,,0,Chile,6,,,,,,,,,,,,30,2,2,6,6,3,4,4,3,6,1,2,3,2,2,2,3,4,3,3,4,2,6,4,2,2,3,2,1,1,4,2,3,2,1,1,4,1,3,1,4,4,3,2,6,5,3,3,6,4,4,5,3,3,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:40,176.107.34.142,,,,,738895074,9,1,Male,10,,0,Poland,1,,1,,,,,,,,,,5,4,4,6,7,5,2,2,5,5,2,2,2,4,3,4,3,5,4,3,4,5,5,4,3,4,3,1,1,1,1,1,5,6,2,1,3,2,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:40,82.132.232.154,,,,,7837272291,14,2,Female,10,,0,Poland,1,,1,,,,,,,,,,14,5,4,5,7,5,2,3,6,6,1,1,1,1,4,2,3,3,2,3,5,2,6,5,3,2,6,1,1,1,9,3,6,2,2,2,2,1,1,1,5,5,4,4,1,3,0,4,4,4,5,5,4,5,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,41.13.136.220,,,,,2374898426,13,2,female,1,,0,south africa,1,,,,,,,,,8,,,92,2,1,1,1,1,3,6,6,6,4,4,3,3,3,6,4,4,1,6,1,3,2,4,2,4,4,2,2,2,1,2,9,1,1,1,5,1,1,2,2,5,3,4,3,3,4,4,3,3,6,3,4,4,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:39,1.145.66.106,,,,,8753896170,7,2,Female,10,,0,Australia ,1,,,,,,,,,,,Jehovah’s Witness,100,1,1,1,1,2,5,6,6,5,6,2,5,6,3,6,6,4,6,6,4,5,6,4,5,6,4,1,3,4,1,1,8,2,1,1,3,1,1,4,4,5,4,5,3,3,5,2,5,5,4,6,2,1,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,187.188.243.179,,,,,5192137338,13,1,Male,5,,8,,1,,1,,,,,,,,,,0,5,5,7,7,5,6,1,6,6,1,1,3,1,1,3,1,6,6,1,2,6,6,3,4,1,4,4,3,3,9,9,1,7,4,2,5,1,1,3,5,5,1,4,4,4,4,4,4,6,4,5,0,0,5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,174.112.214.154,,,,,7507695311,9,1,Male,4,,7,,6,,,,,,,,,,,,0,4,5,7,7,5,2,3,6,5,3,2,3,3,2,4,3,5,3,2,5,6,2,2,4,1,3,1,1,1,7,6,8,4,2,3,4,1,3,1,5,5,3,4,5,5,5,3,4,6,2,4,3,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,91.166.55.143,,,,,2020839493,32,1,Male,10,,5,,6,,,,,,,,,,,,1,5,5,7,7,5,3,2,5,5,1,4,5,4,2,6,6,5,6,2,4,6,6,6,4,1,6,1,6,6,6,6,4,4,4,7,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,86.189.159.135,,,,,3247530684,1,1,male,6,,1,,6,,,,,,,,,,,,0,5,4,7,7,5,1,5,6,6,1,4,3,2,2,2,3,6,6,2,4,3,6,6,4,1,5,1,1,1,8,6,3,9,7,4,4,1,1,1,5,4,4,3,4,1,2,4,4,5,3,5,3,5,3
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:39,94.132.97.202,,,,,765615574,12,2,female,10,,0,Portugal,6,,,,,,,,,,,,20,3,4,7,7,4,3,4,6,4,1,2,1,1,3,4,6,5,3,4,3,6,6,6,5,4,6,2,1,2,7,3,5,4,2,1,3,2,2,3,5,5,3,3,5,2,4,5,5,6,6,6,4,5,5
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:39,163.116.231.101,,,,,8280179683,10,2,Woman,5,,8,,6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,9,7,9,1,7,7,2,5,2,4,2,3,3,3,4,3,5,1,6,4,6,2,4,5,4,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,189.173.47.240,,,,,5830695297,3,2,female,5,,8,,6,,,,,,,,,,,,14,4,2,6,6,4,1,2,2,1,2,3,2,2,2,3,4,4,4,2,4,1,5,4,3,4,4,1,1,1,8,7,6,5,3,2,5,4,3,3,4,4,4,5,4,5,4,3,4,4,3,5,2,4,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,45.243.213.38,,,,,2244434386,5,1,male,6,,0,Egypt,2,,,,,,,,,,,,90,1,1,2,1,1,4,6,4,6,2,2,2,6,3,5,3,6,6,5,2,6,1,2,5,6,4,1,1,1,2,1,9,4,5,2,4,1,1,3,2,5,4,5,6,4,6,1,3,6,4,6,5,5,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,176.224.186.163,,,,,7016250951,7,2,Female ,7,,0,Tunisian,2,,,,,,,,,,,,100,3,1,3,1,2,2,6,6,6,2,2,5,6,5,6,6,6,5,6,5,5,6,6,5,6,5,1,1,1,1,1,9,1,1,1,4,1,3,4,5,5,5,4,3,4,2,3,3,3,4,2,4,4,3
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,187.189.41.13,,,,,284701893,23,1,Male,5,,8,,6,,,,,,,,,,,,32,4,4,6,3,4,6,5,6,6,2,1,4,2,5,4,4,4,6,5,4,4,4,5,5,2,5,2,2,4,3,3,3,5,3,2,3,1,3,3,4,4,2,3,4,3,3,3,3,2,4,2,3,4,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:39,177.228.98.2,,,,,6081729772,14,1,Male,5,,8,,6,,,,,,,,,,,,5,4,4,6,7,5,5,2,6,6,1,4,4,1,3,4,4,5,4,2,5,5,2,6,4,1,2,2,2,1,7,8,2,8,2,8,2,2,2,1,4,4,2,4,3,6,4,4,5,4,3,4,2,3,2
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:39,79.41.222.84,,,,,6900931918,1,1,Male,10,,9,,1,,1,,,,,,,,,,15,5,4,5,5,4,3,2,4,5,2,5,4,5,5,3,3,5,6,3,5,6,6,6,5,5,6,1,1,1,8,4,5,4,4,5,3,2,2,1,4,5,2,3,4,4,5,4,4,6,3,3,4,3,4
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:39,83.28.171.3,,,,,8.96E+09,11,1,Male ,10,,0,Poland ,6,,,,,,,,,,,,0,4,5,6,7,5,6,2,5,6,1,1,3,1,2,6,1,2,6,2,3,2,2,2,3,4,4,2,3,3,8,1,4,3,2,1,3,1,1,1,5,5,3,4,3,3,4,4,4,5,5,5,3,3,4
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:39,41.71.111.154,,,,,7439904184,7,2,Female,1,,0,South African ,1,,,,,,5,,,,,,75,1,1,3,2,1,1,2,4,6,1,2,1,3,3,6,6,5,4,4,3,6,6,6,4,6,6,2,3,3,5,1,7,2,2,1,3,1,1,1,5,5,2,0,5,4,4,0,3,5,4,2,6,6,3
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:39,173.182.133.141,,,,,1305783768,18,2,Female ,9,,0,India,4,,,,,,,,,,,,12,4,1,5,6,1,6,6,4,6,5,4,5,6,5,6,6,4,6,6,4,6,6,5,6,6,5,2,2,2,4,1,9,1,1,1,4,3,3,4,4,4,3,3,2,2,0,2,5,5,3,4,2,2,2
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:38,149.200.86.8,,,,,3908827895,4,2,non-binary (agender),10,,0,Hungary,6,,,,,,,,,,,,25,3,4,7,7,3,5,2,6,6,2,1,4,1,5,6,6,5,3,6,5,2,6,6,4,2,1,1,1,1,2,1,5,1,1,1,5,3,2,1,5,5,1,2,5,4,4,2,4,5,5,4,4,2,5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:38,75.156.178.72,,,,,4180479424,5,1,Male,4,,7,,6,,,,,,,,,,,,0,3,4,7,7,5,3,2,4,5,1,2,3,2,4,5,3,5,2,2,5,5,1,3,3,2,5,2,1,1,6,3,4,2,4,3,3,1,1,1,5,5,2,3,5,3,3,4,5,6,4,4,3,4,4
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:38,41.144.1.104,,,,,2389011321,4,2,Female,1,,0,South African,1,,1,2,3,4,5,6,7,8,,,99,3,1,2,1,1,5,2,6,6,3,3,6,4,5,6,3,6,6,6,6,6,6,6,4,3,6,7,7,6,4,5,5,7,8,6,5,1,1,3,4,5,2,3,3,3,2,2,3,3,3,5,3,3,3
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:38,176.58.226.130,,,,,4092023615,24,1,Male,10,,0,Greek,6,,,,,,,,,,,,0,5,5,7,7,5,4,1,4,5,1,1,3,1,2,6,1,6,6,1,4,4,4,5,5,1,4,3,5,7,9,8,1,6,4,2,2,1,1,1,5,5,1,6,0,2,6,6,4,6,1,6,2,1,4
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:38,87.202.171.185,,,,,7293733642,10,1,male,10,,0,greek,1,,,,3,,,,,,,,65,3,1,4,1,2,5,1,3,1,1,1,3,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,5,5,9,9,6,2,2,6,3,2,3,4,3,4,2,2,3,2,4,4,2,4,3,3,3,2,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:38,189.231.13.83,,,,,1380353371,15,1,Male,5,,8,,6,,,,,,,,,,,,0,4,5,7,7,5,1,3,5,1,2,5,2,2,4,1,2,4,1,2,6,1,2,5,1,3,4,1,1,1,7,9,3,6,2,1,1,1,2,1,4,2,2,5,2,2,5,6,2,5,4,6,2,2,1
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:38,115.40.55.184,,,,,2051154428,18,1,Male,10,,4,,6,,,,,,,,,,,,0,4,4,7,7,5,5,1,6,6,1,2,3,1,3,6,1,3,5,2,2,4,4,6,5,2,4,2,1,1,8,1,9,2,2,2,4,1,1,1,5,5,1,5,3,1,4,4,2,4,4,5,3,4,1
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:38,41.90.181.92,,,,,5349430156,3,1,boy,1,,0,kenyan,1,,,2,,,,,,,,,40,2,3,2,1,3,3,6,6,4,2,3,4,5,4,4,5,6,4,5,2,1,3,4,2,5,3,4,3,3,7,7,2,7,7,7,2,1,1,2,5,5,3,3,6,4,4,2,5,6,6,1,2,6,5
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:38,41.13.228.234,,,,,6573347347,8,2,female,1,,0,South Africa,1,,,,,,,,,8,,,100,1,1,1,1,1,6,6,6,6,6,1,6,6,1,6,6,6,6,6,4,6,6,3,6,6,6,2,1,2,1,1,9,1,1,1,3,1,1,3,5,5,2,6,6,3,6,0,4,6,6,6,6,6,6
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:37,46.189.177.39,,,,,15809405,5,2,Female,10,,7,,6,,,,,,,,,,,,0,3,3,7,7,4,2,4,6,5,2,6,1,6,6,6,6,6,6,6,6,6,6,6,5,4,6,2,2,6,8,3,1,6,5,6,5,1,2,2,3,3,2,4,3,5,4,5,4,3,2,4,2,3,3
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:37,2.80.98.120,,,,,2237984497,6,1,Male,5,,0,Brazilian,1,,1,,,,,,,,,,65,3,1,4,1,3,5,5,6,6,2,3,5,2,3,5,2,5,6,5,6,6,6,5,4,3,5,1,1,1,7,5,7,2,2,2,3,2,2,1,4,4,3,4,2,1,4,4,4,5,4,4,3,3,1
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:37,142.114.191.100,,,,,2.00E+09,3,2,Woman,4,,7,,6,,,,,,,,,,,,0,4,2,5,5,4,5,2,6,6,3,3,6,2,3,5,5,6,6,1,5,6,6,6,6,2,4,1,1,1,6,4,2,1,1,1,2,1,1,1,5,5,3,6,1,3,4,4,4,6,3,6,4,4,4
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:37,99.231.205.35,,,,,605479897,18,2,female,9,,7,,4,,,,,,,,,,,,89,2,1,2,1,1,6,5,4,6,4,4,6,6,4,4,6,6,6,6,5,5,6,5,6,6,5,2,1,2,1,1,1,1,1,1,3,3,3,3,3,4,3,4,4,4,4,4,4,2,4,2,4,4,5
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:37,31.35.116.165,,,,,9438200248,15,2,female,2,,0,ghanaian,1,,,,,,,,,,9,,100,2,1,2,1,1,6,6,6,6,3,6,3,6,6,6,6,6,6,6,6,3,6,3,6,6,6,2,2,1,1,1,9,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:37,176.63.3.37,,,,,7682381027,13,1,Male,11,,0,Hungary,1,,1,,,,,,,,,,15,4,5,6,6,5,5,4,6,6,1,4,1,1,3,3,2,5,1,1,4,3,1,3,3,1,4,2,3,2,6,7,5,7,6,7,3,3,4,4,4,5,4,3,4,6,4,4,6,5,4,5,4,4,4
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:37,181.43.0.4,,,,,3522773784,16,2,Woman,10,,0,Chilean,6,,,,,,,,,,,,0,4,4,7,7,5,4,5,6,6,1,2,2,2,4,6,5,4,5,1,5,5,6,2,4,1,2,1,2,1,9,7,1,7,4,3,3,2,3,1,5,5,4,4,0,0,6,6,2,6,3,6,3,2,1
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:37,79.107.133.52,,,,,1584122894,9,2,GENDER FLUID,10,,0,GREECE,6,,,,,,,,,,,,0,3,4,5,7,5,1,4,3,4,2,1,1,2,2,5,5,4,2,1,2,5,6,5,1,6,2,4,4,1,9,9,1,4,4,4,5,2,1,1,5,5,1,4,1,0,4,5,0,5,6,6,2,5,1
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:37,101.98.179.184,,,,,1465561734,48,2,Female,10,,0,New Zealand,6,,,,,,,,,,,,1,2,5,7,7,5,4,4,6,5,2,4,5,4,4,5,4,4,6,3,4,5,5,4,3,5,4,1,1,3,6,1,4,2,2,2,2,2,2,3,4,4,3,4,2,3,4,4,3,6,3,4,2,3,2
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:37,91.110.104.215,,,,,3076837525,27,2,Female,10,,3,,1,,1,,,,,,,,,,70,3,1,3,1,2,4,3,6,6,1,2,3,1,4,6,6,3,6,2,6,5,6,1,5,2,1,1,2,2,7,1,9,2,2,1,3,2,1,1,5,5,3,3,3,2,3,2,4,6,4,5,3,4,4
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:36,41.76.103.126,,,,,7936026056,5,1,Male,1,,0,South Africa,1,,1,,,,,,,,,,80,3,1,4,1,3,2,6,4,4,1,2,3,3,2,4,3,2,3,5,2,3,5,1,3,5,4,2,1,2,4,1,4,2,2,1,4,1,1,3,3,4,3,5,4,4,5,6,4,6,5,6,3,3,3
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:36,49.181.247.0,,,,,2112792630,3,2,Female ,10,,0,Australian ,6,,,,,,,,,,,,0,4,4,7,7,4,1,3,5,2,1,2,2,1,3,6,2,5,2,1,2,6,6,5,2,2,5,2,3,2,8,6,2,2,1,1,3,2,1,3,2,3,4,4,3,4,5,4,5,5,3,4,3,4,4
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:36,187.211.221.204,,,,,6261755054,31,1,male,10,,7,,1,,1,,,,,,,,,,4,4,1,3,1,5,4,2,6,6,1,4,4,1,3,6,2,2,6,2,4,6,4,2,4,3,3,2,3,4,9,4,2,4,2,2,3,1,1,2,5,5,3,5,3,5,5,6,5,6,2,2,2,2,5
1.10016E+11,270409977,6/20/24 16:31,6/20/24 16:36,92.234.161.144,,,,,9270587537,8,2,Female,9,,1,,2,,,,,,,,,,,,100,1,1,1,1,1,4,6,6,6,6,4,2,6,6,6,6,4,3,6,6,3,6,6,4,6,6,2,1,1,1,1,9,1,1,1,5,5,5,5,3,1,5,3,3,0,4,3,1,3,3,5,3,3,1
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:36,41.150.223.45,,,,,6.01E+09,17,2,Female ,1,,0,South Africa ,1,,1,,,,,,,,,,65,3,1,4,1,3,4,5,6,6,3,1,2,3,6,5,2,2,5,3,6,3,6,2,4,2,2,2,2,2,5,1,6,7,3,2,4,2,3,3,4,4,3,4,4,4,3,4,4,5,5,4,3,4,4
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:36,105.245.170.16,,,,,4532460482,16,2,Female ,1,,0,South Africa ,1,,,,,,,6,,,,,75,2,1,5,1,2,4,5,6,6,4,3,6,2,5,5,3,6,6,5,3,4,6,5,6,6,2,1,2,3,7,2,7,2,2,2,4,3,4,2,5,5,2,4,6,0,3,6,4,6,6,4,5,6,3
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:36,187.189.181.165,,,,,7699509456,9,1,Male,5,,8,,6,,,,,,,,,,,,25,2,5,6,7,5,1,3,4,4,1,2,2,4,2,4,3,5,5,1,2,1,5,5,3,1,3,7,9,9,9,9,2,6,6,6,3,2,2,1,5,5,3,4,5,4,2,4,4,3,5,3,5,6,4
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:36,80.99.160.54,,,,,357632987,10,1,Answered above already,10,,0,Hungarian,1,,1,,,,,,,,,,0,5,5,7,7,5,3,4,6,5,1,1,2,1,4,5,1,6,6,1,5,4,3,4,4,4,3,1,1,1,6,7,4,5,3,3,3,1,1,1,5,5,3,2,3,2,4,3,4,3,4,5,3,4,3
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:36,94.63.88.91,,,,,2927848017,9,1,Male,10,,0,Portugal,1,,1,,,,,,,,,,1,4,4,6,6,5,1,2,5,5,1,2,5,1,2,4,2,2,4,1,2,6,2,2,4,1,1,1,1,1,5,2,7,1,1,1,2,1,1,2,1,2,2,1,4,5,2,4,3,3,6,4,4,5,6
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:36,83.255.19.127,,,,,4981937890,18,1,Male,10,,0,Sweden,1,,,,,,,,,,,Non religious christian,16,3,3,7,7,4,2,3,4,5,1,1,4,2,2,5,2,4,5,3,3,4,4,4,4,1,3,2,7,3,3,2,5,2,2,2,3,2,2,3,4,4,4,3,3,3,3,3,3,5,4,3,4,4,3
1.10016E+11,270409977,6/20/24 16:29,6/20/24 16:36,148.63.184.247,,,,,9551185735,6,2,Female,11,,0,Portugal,6,,,,,,,,,,,,25,4,3,6,7,5,4,5,6,4,2,2,3,2,4,4,5,6,4,3,4,3,5,6,4,4,4,2,1,1,4,2,5,1,1,1,3,2,2,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,3
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:36,46.153.138.189,,,,,4748780354,24,1,Male,6,,0,Saudi Arabja,2,,,,,,,,,,,,90,3,1,1,1,3,5,5,6,6,3,2,6,2,5,6,1,5,6,3,6,6,6,5,5,5,6,1,1,2,6,4,3,3,3,2,4,1,2,4,3,4,3,4,3,4,3,4,5,6,5,6,3,3,5
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:36,86.141.17.204,,,,,8089161894,15,2,Female ,10,,1,,6,,,,,,,,,,,,12,5,5,7,7,5,4,2,6,6,1,6,5,1,6,6,5,6,5,1,6,4,6,6,5,1,6,2,2,2,8,5,5,2,2,2,1,1,1,1,5,5,1,5,3,2,3,3,3,3,3,5,0,1,6
